#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_11_length_186925_cov_42.279989_43  -            262 46726at72274         -            190   5.3e-82  272.8   4.7   1   1   3.2e-83   1.5e-81  271.3   4.7     6   188    18   236    14   239 0.87 # 44319 # 45104 # 1 # ID=11_43;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.640
NODE_2_length_236949_cov_43.085704_26   -            273 46726at72274         -            190   1.1e-18   66.4   0.6   2   2   8.5e-12   4.1e-10   38.4   0.1    47   153   102   210    95   244 0.86 # 29423 # 30241 # -1 # ID=2_26;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.623
NODE_14_length_139520_cov_41.636954_49  -            360 46726at72274         -            190   1.6e-18   65.8   0.1   1   2    0.0034      0.16   10.3   0.0    18    49    26    57    13    66 0.85 # 45267 # 46346 # 1 # ID=14_49;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643
NODE_14_length_139520_cov_41.636954_49  -            360 46726at72274         -            190   1.6e-18   65.8   0.1   2   2   3.7e-16   1.8e-14   52.6   0.1    77   155   125   207   103   216 0.88 # 45267 # 46346 # 1 # ID=14_49;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643
NODE_36_length_66994_cov_42.587651_6    -            234 46726at72274         -            190     3e-18   64.9   0.2   1   2   9.8e-08   4.7e-06   25.1   0.1     9    48    17    59    12    69 0.84 # 5222 # 5923 # 1 # ID=36_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_36_length_66994_cov_42.587651_6    -            234 46726at72274         -            190     3e-18   64.9   0.2   2   2   1.1e-11   5.5e-10   38.0   0.0    83   175   132   228   112   232 0.86 # 5222 # 5923 # 1 # ID=36_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_48_length_46070_cov_44.410892_30   -            262 46726at72274         -            190   3.6e-18   64.7   0.1   1   2   2.1e-06    0.0001   20.8   0.0     7    49    25    70    22    96 0.86 # 34683 # 35468 # -1 # ID=48_30;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_48_length_46070_cov_44.410892_30   -            262 46726at72274         -            190   3.6e-18   64.7   0.1   2   2   6.9e-13   3.3e-11   41.9   0.0    68   172   137   248   114   258 0.83 # 34683 # 35468 # -1 # ID=48_30;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_55_length_36205_cov_42.040410_2    -            311 46726at72274         -            190   6.9e-18   63.7   0.1   1   2   6.2e-06    0.0003   19.3   0.0     9    49    21    64    17    90 0.86 # 943 # 1875 # -1 # ID=55_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592
NODE_55_length_36205_cov_42.040410_2    -            311 46726at72274         -            190   6.9e-18   63.7   0.1   2   2   6.9e-13   3.3e-11   42.0   0.0    71   142   120   197   108   217 0.76 # 943 # 1875 # -1 # ID=55_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592
NODE_15_length_139124_cov_51.392869_13  -            256 46726at72274         -            190   6.9e-18   63.7   0.0   1   2   9.5e-08   4.5e-06   25.2   0.0     6    49    14    60    10    64 0.90 # 12739 # 13506 # -1 # ID=15_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_15_length_139124_cov_51.392869_13  -            256 46726at72274         -            190   6.9e-18   63.7   0.0   2   2   3.3e-11   1.6e-09   36.5   0.0    77   178   126   236   101   247 0.74 # 12739 # 13506 # -1 # ID=15_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_10_length_199183_cov_41.836345_178 -            259 46726at72274         -            190   8.3e-18   63.5   0.1   1   2   1.1e-07   5.2e-06   25.0   0.0     6    49    17    63    14    92 0.90 # 193820 # 194596 # -1 # ID=10_178;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606
NODE_10_length_199183_cov_41.836345_178 -            259 46726at72274         -            190   8.3e-18   63.5   0.1   2   2   2.7e-11   1.3e-09   36.8   0.0    69   166   121   225    94   244 0.81 # 193820 # 194596 # -1 # ID=10_178;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606
NODE_39_length_61665_cov_40.656470_14   -            272 46726at72274         -            190   8.6e-18   63.4   0.1   1   2   3.6e-05    0.0017   16.8   0.0    17    49    36    68    21    73 0.83 # 15367 # 16182 # 1 # ID=39_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_39_length_61665_cov_40.656470_14   -            272 46726at72274         -            190   8.6e-18   63.4   0.1   2   2   9.6e-14   4.6e-12   44.7   0.0    80   154   132   210   102   217 0.83 # 15367 # 16182 # 1 # ID=39_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_8_length_205641_cov_42.305415_168  -            324 46726at72274         -            190   8.7e-18   63.4   0.5   1   2   0.00073     0.035   12.5   0.0     9    49    30    73    24    81 0.83 # 184796 # 185767 # 1 # ID=8_168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_8_length_205641_cov_42.305415_168  -            324 46726at72274         -            190   8.7e-18   63.4   0.5   2   2   4.5e-15   2.2e-13   49.1   0.1    71   154   136   227   125   243 0.80 # 184796 # 185767 # 1 # ID=8_168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_1_length_486209_cov_41.704357_94   -            246 46726at72274         -            190   1.1e-17   63.0   1.7   1   2   4.4e-07   2.1e-05   23.0   0.2     7    54    17    67    13    91 0.88 # 95180 # 95917 # -1 # ID=1_94;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_1_length_486209_cov_41.704357_94   -            246 46726at72274         -            190   1.1e-17   63.0   1.7   2   2   3.8e-12   1.8e-10   39.5   0.1    63   177   114   235    93   243 0.77 # 95180 # 95917 # -1 # ID=1_94;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_10_length_199183_cov_41.836345_150 -            260 46726at72274         -            190   1.2e-17   62.9   0.1   1   2   8.3e-06    0.0004   18.9   0.0     8    49    20    64    16    70 0.86 # 161077 # 161856 # 1 # ID=10_150;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_10_length_199183_cov_41.836345_150 -            260 46726at72274         -            190   1.2e-17   62.9   0.1   2   2     6e-13   2.9e-11   42.1   0.0    63   149   112   202    96   209 0.77 # 161077 # 161856 # 1 # ID=10_150;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_21_length_103625_cov_43.206963_25  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   1   3   4.4e-05    0.0021   16.5   0.1    11    44    22    58    15    69 0.75 # 19620 # 20453 # 1 # ID=21_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.645
NODE_21_length_103625_cov_43.206963_25  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   2   3       6.1   2.9e+02   -0.3   0.0    42    66    79   103    60   115 0.72 # 19620 # 20453 # 1 # ID=21_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.645
NODE_21_length_103625_cov_43.206963_25  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   3   3   4.3e-13     2e-11   42.6   0.0    76   169   144   242   125   255 0.79 # 19620 # 20453 # 1 # ID=21_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.645
NODE_6_length_212507_cov_41.251422_132  -            239 46726at72274         -            190   1.8e-17   62.4   0.0   1   2   2.1e-07     1e-05   24.1   0.0     8    49    20    64    17    75 0.85 # 149668 # 150384 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616
NODE_6_length_212507_cov_41.251422_132  -            239 46726at72274         -            190   1.8e-17   62.4   0.0   2   2   3.6e-11   1.7e-09   36.4   0.0    79   171   132   228   109   237 0.77 # 149668 # 150384 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616
NODE_11_length_186925_cov_42.279989_47  -            336 46726at72274         -            190   1.9e-17   62.3   0.7   1   2   3.2e-05    0.0015   16.9   0.0    17    49    32    64    18    74 0.84 # 49165 # 50172 # 1 # ID=11_47;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_11_length_186925_cov_42.279989_47  -            336 46726at72274         -            190   1.9e-17   62.3   0.7   2   2   1.9e-13   8.9e-12   43.8   0.2    60   171   118   233    83   250 0.78 # 49165 # 50172 # 1 # ID=11_47;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_1_length_486209_cov_41.704357_220  -            224 46726at72274         -            190   2.3e-17   62.0   0.3   1   2    0.0001    0.0048   15.3   0.0    18    48    30    60    17    69 0.86 # 228819 # 229490 # 1 # ID=1_220;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_1_length_486209_cov_41.704357_220  -            224 46726at72274         -            190   2.3e-17   62.0   0.3   2   2   9.4e-14   4.5e-12   44.8   0.1    68   156   118   212    94   220 0.79 # 228819 # 229490 # 1 # ID=1_220;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_32_length_70754_cov_42.115706_22   -            282 46726at72274         -            190   2.9e-17   61.7   0.2   1   2   1.9e-05    0.0009   17.7   0.0     7    49    45    90    41    99 0.85 # 21580 # 22425 # 1 # ID=32_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_32_length_70754_cov_42.115706_22   -            282 46726at72274         -            190   2.9e-17   61.7   0.2   2   2   9.9e-13   4.7e-11   41.4   0.0    79   156   172   252   155   273 0.81 # 21580 # 22425 # 1 # ID=32_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_20_length_107054_cov_42.359052_60  -            255 46726at72274         -            190   3.9e-17   61.3   0.2   1   2   8.3e-06   0.00039   18.9   0.0     8    48    28    71    26   113 0.86 # 67323 # 68087 # 1 # ID=20_60;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608
NODE_20_length_107054_cov_42.359052_60  -            255 46726at72274         -            190   3.9e-17   61.3   0.2   2   2   1.7e-12   8.2e-11   40.7   0.0    79   171   143   239   116   248 0.79 # 67323 # 68087 # 1 # ID=20_60;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608
NODE_21_length_103625_cov_43.206963_12  -            212 46726at72274         -            190   5.3e-17   60.8   0.0   1   2   1.4e-08   6.9e-07   27.9   0.0     6    50    18    65    14    81 0.85 # 8942 # 9577 # 1 # ID=21_12;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.659
NODE_21_length_103625_cov_43.206963_12  -            212 46726at72274         -            190   5.3e-17   60.8   0.0   2   2   1.5e-09   7.1e-08   31.1   0.0    76   130   125   179   106   205 0.74 # 8942 # 9577 # 1 # ID=21_12;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.659
NODE_6_length_212507_cov_41.251422_100  -            287 46726at72274         -            190   7.1e-17   60.4   0.2   1   2   1.1e-06   5.1e-05   21.8   0.0    17    46    72   101    58   109 0.82 # 112263 # 113123 # 1 # ID=6_100;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_6_length_212507_cov_41.251422_100  -            287 46726at72274         -            190   7.1e-17   60.4   0.2   2   2   2.6e-11   1.3e-09   36.8   0.0    75   176   178   282   128   285 0.82 # 112263 # 113123 # 1 # ID=6_100;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_10_length_199183_cov_41.836345_98  -            258 46726at72274         -            190   7.4e-17   60.4   0.2   1   2   0.00033     0.016   13.6   0.1     8    48    22    65    18    72 0.84 # 110832 # 111605 # 1 # ID=10_98;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_10_length_199183_cov_41.836345_98  -            258 46726at72274         -            190   7.4e-17   60.4   0.2   2   2     9e-14   4.3e-12   44.8   0.0    67   171   133   244    91   252 0.85 # 110832 # 111605 # 1 # ID=10_98;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_8_length_205641_cov_42.305415_102  -            270 46726at72274         -            190   7.9e-17   60.3   0.1   1   2   2.1e-05     0.001   17.5   0.0     6    50    21    68    17    77 0.83 # 112252 # 113061 # -1 # ID=8_102;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.606
NODE_8_length_205641_cov_42.305415_102  -            270 46726at72274         -            190   7.9e-17   60.3   0.1   2   2   1.6e-12   7.4e-11   40.8   0.0    66   169   123   234   102   243 0.78 # 112252 # 113061 # -1 # ID=8_102;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.606
NODE_4_length_234165_cov_40.976902_17   -            228 46726at72274         -            190   1.3e-16   59.5   0.3   1   2   0.00013    0.0061   15.0   0.1     8    49    24    68    18    76 0.85 # 11865 # 12548 # 1 # ID=4_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_4_length_234165_cov_40.976902_17   -            228 46726at72274         -            190   1.3e-16   59.5   0.3   2   2   3.6e-13   1.7e-11   42.9   0.0    71   146   127   209   103   220 0.79 # 11865 # 12548 # 1 # ID=4_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_1_length_486209_cov_41.704357_321  -            393 46726at72274         -            190   1.3e-16   59.5   0.2   1   2    0.0015     0.073   11.5   0.1    17    47    54    84    36    91 0.82 # 330271 # 331449 # -1 # ID=1_321;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_1_length_486209_cov_41.704357_321  -            393 46726at72274         -            190   1.3e-16   59.5   0.2   2   2   5.1e-14   2.4e-12   45.6   0.0    79   176   162   266   143   275 0.79 # 330271 # 331449 # -1 # ID=1_321;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_10_length_199183_cov_41.836345_36  -            245 46726at72274         -            190   1.4e-16   59.5   0.4   1   2   4.8e-06   0.00023   19.6   0.0    10    49    22    64    15    71 0.80 # 37475 # 38209 # -1 # ID=10_36;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.611
NODE_10_length_199183_cov_41.836345_36  -            245 46726at72274         -            190   1.4e-16   59.5   0.4   2   2   1.3e-11   6.1e-10   37.8   0.0    72   154   125   213   118   226 0.83 # 37475 # 38209 # -1 # ID=10_36;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.611
NODE_46_length_48528_cov_42.307659_13   -            255 46726at72274         -            190   1.4e-16   59.5   0.0   1   2   2.1e-05     0.001   17.5   0.0     7    48    28    72    25   102 0.88 # 15770 # 16534 # 1 # ID=46_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.576
NODE_46_length_48528_cov_42.307659_13   -            255 46726at72274         -            190   1.4e-16   59.5   0.0   2   2   2.7e-12   1.3e-10   40.0   0.0    83   167   148   236   119   249 0.81 # 15770 # 16534 # 1 # ID=46_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.576
NODE_38_length_63660_cov_39.563057_32   -            441 46726at72274         -            190   1.4e-16   59.5   0.6   1   2   3.9e-08   1.8e-06   26.5   0.0     7    49    32    77    27    85 0.90 # 34390 # 35712 # -1 # ID=38_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622
NODE_38_length_63660_cov_39.563057_32   -            441 46726at72274         -            190   1.4e-16   59.5   0.6   2   2   1.9e-09     9e-08   30.7   0.0    83   154   144   222   124   229 0.76 # 34390 # 35712 # -1 # ID=38_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622
NODE_21_length_103625_cov_43.206963_33  -            258 46726at72274         -            190   1.7e-16   59.2   0.4   1   2    0.0014     0.068   11.6   0.0    17    48    32    63    19    67 0.87 # 26130 # 26903 # 1 # ID=21_33;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_21_length_103625_cov_43.206963_33  -            258 46726at72274         -            190   1.7e-16   59.2   0.4   2   2   4.5e-14   2.2e-12   45.8   0.1    83   172   149   243   130   250 0.84 # 26130 # 26903 # 1 # ID=21_33;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_5_length_229610_cov_41.480005_75   -            665 46726at72274         -            190   1.8e-16   59.1   0.1   1   2   1.3e-05   0.00061   18.2   0.1     8    49   427   471   423   480 0.85 # 93087 # 95081 # 1 # ID=5_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625
NODE_5_length_229610_cov_41.480005_75   -            665 46726at72274         -            190   1.8e-16   59.1   0.1   2   2   8.9e-12   4.2e-10   38.3   0.0    83   175   557   653   534   664 0.76 # 93087 # 95081 # 1 # ID=5_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625
NODE_58_length_31749_cov_42.007988_7    -            284 46726at72274         -            190     2e-16   59.0   0.0   1   2   9.6e-07   4.6e-05   21.9   0.0    11    49    41    82    32    94 0.79 # 10407 # 11258 # 1 # ID=58_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623
NODE_58_length_31749_cov_42.007988_7    -            284 46726at72274         -            190     2e-16   59.0   0.0   2   2   8.8e-11   4.2e-09   35.1   0.0    78   157   146   229   112   244 0.86 # 10407 # 11258 # 1 # ID=58_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623
NODE_31_length_78580_cov_41.529813_40   -            280 46726at72274         -            190   2.2e-16   58.8   0.1   1   2   5.5e-05    0.0026   16.2   0.0    17    49    38    70    20    75 0.85 # 39492 # 40331 # -1 # ID=31_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_31_length_78580_cov_41.529813_40   -            280 46726at72274         -            190   2.2e-16   58.8   0.1   2   2   1.8e-12   8.6e-11   40.6   0.1    76   153   130   211   115   215 0.82 # 39492 # 40331 # -1 # ID=31_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_25_length_98842_cov_43.182632_45   -            945 46726at72274         -            190   2.2e-16   58.8   0.7   1   3   2.3e-06   0.00011   20.7   0.0    77   172   478   584   451   588 0.69 # 35678 # 38512 # -1 # ID=25_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_25_length_98842_cov_43.182632_45   -            945 46726at72274         -            190   2.2e-16   58.8   0.7   2   3      0.76        36    2.7   0.1     9    37   622   653   618   669 0.71 # 35678 # 38512 # -1 # ID=25_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_25_length_98842_cov_43.182632_45   -            945 46726at72274         -            190   2.2e-16   58.8   0.7   3   3   1.7e-09     8e-08   30.9   0.0    67   169   812   925   801   934 0.67 # 35678 # 38512 # -1 # ID=25_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_73_length_17164_cov_43.166657_15   -            230 46726at72274         -            190   2.3e-16   58.8   0.3   1   2   1.4e-07   6.6e-06   24.6   0.1     7    49    15    60    12   101 0.91 # 16338 # 17027 # 1 # ID=73_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557
NODE_73_length_17164_cov_43.166657_15   -            230 46726at72274         -            190   2.3e-16   58.8   0.3   2   2   1.2e-09   5.6e-08   31.4   0.0    78   155   124   205   110   220 0.80 # 16338 # 17027 # 1 # ID=73_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557
NODE_29_length_94829_cov_39.816842_25   -            255 46726at72274         -            190   2.8e-16   58.5   0.1   1   2   2.6e-05    0.0012   17.2   0.0     7    49    17    62    13    65 0.87 # 23950 # 24714 # -1 # ID=29_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.634
NODE_29_length_94829_cov_39.816842_25   -            255 46726at72274         -            190   2.8e-16   58.5   0.1   2   2   4.8e-12   2.3e-10   39.2   0.1    78   148   134   208   117   218 0.77 # 23950 # 24714 # -1 # ID=29_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.634
NODE_8_length_205641_cov_42.305415_174  -            386 46726at72274         -            190   2.9e-16   58.4   0.3   1   1   6.8e-13   3.3e-11   42.0   0.3    10   153    22   212    15   243 0.64 # 190550 # 191707 # 1 # ID=8_174;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.603
NODE_25_length_98842_cov_43.182632_80   -            237 46726at72274         -            190   3.4e-16   58.2   0.4   1   2   8.2e-05    0.0039   15.6   0.1    18    49    34    65    26    72 0.91 # 80340 # 81050 # -1 # ID=25_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
NODE_25_length_98842_cov_43.182632_80   -            237 46726at72274         -            190   3.4e-16   58.2   0.4   2   2   1.7e-12   7.9e-11   40.7   0.0    68   143   135   214   121   224 0.85 # 80340 # 81050 # -1 # ID=25_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
NODE_58_length_31749_cov_42.007988_3    -            679 46726at72274         -            190   5.5e-16   57.5   2.5   1   2   1.1e-05   0.00051   18.5   0.2     6    47   458   502   454   539 0.79 # 4905 # 6941 # 1 # ID=58_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.607
NODE_58_length_31749_cov_42.007988_3    -            679 46726at72274         -            190   5.5e-16   57.5   2.5   2   2   2.2e-11   1.1e-09   37.0   0.2    81   144   578   643   545   669 0.79 # 4905 # 6941 # 1 # ID=58_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.607
NODE_71_length_17654_cov_40.432448_5    -            250 46726at72274         -            190   6.2e-16   57.3   0.3   1   2   1.7e-06   7.9e-05   21.1   0.0    10    49    21    63    16   113 0.83 # 4218 # 4967 # 1 # ID=71_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_71_length_17654_cov_40.432448_5    -            250 46726at72274         -            190   6.2e-16   57.3   0.3   2   2   1.3e-10   6.4e-09   34.5   0.2    79   172   143   239   121   246 0.78 # 4218 # 4967 # 1 # ID=71_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_6_length_212507_cov_41.251422_101  -            233 46726at72274         -            190   6.6e-16   57.3   0.2   1   2   6.2e-07     3e-05   22.5   0.1     8    49    16    60    13    75 0.80 # 113240 # 113938 # 1 # ID=6_101;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_6_length_212507_cov_41.251422_101  -            233 46726at72274         -            190   6.6e-16   57.3   0.2   2   2   6.4e-10   3.1e-08   32.3   0.0    77   168   126   222   111   226 0.79 # 113240 # 113938 # 1 # ID=6_101;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_50_length_38781_cov_44.722343_32   -            245 46726at72274         -            190   1.2e-15   56.5   0.5   1   2     4e-05    0.0019   16.6   0.1    17    49    28    60    14    84 0.80 # 34250 # 34984 # 1 # ID=50_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_50_length_38781_cov_44.722343_32   -            245 46726at72274         -            190   1.2e-15   56.5   0.5   2   2   1.1e-11   5.3e-10   38.0   0.1    72   155   121   210   113   224 0.79 # 34250 # 34984 # 1 # ID=50_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_8_length_205641_cov_42.305415_167  -            323 46726at72274         -            190   1.5e-15   56.1   2.0   1   2     0.015      0.72    8.2   0.1     9    42    22    58    16   101 0.81 # 183828 # 184796 # 1 # ID=8_167;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_8_length_205641_cov_42.305415_167  -            323 46726at72274         -            190   1.5e-15   56.1   2.0   2   2   1.9e-14   9.3e-13   47.0   0.4    80   153   148   225   129   243 0.85 # 183828 # 184796 # 1 # ID=8_167;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_27_length_96933_cov_42.098350_13   -            260 46726at72274         -            190   1.6e-15   56.0   0.0   1   2   0.00016    0.0078   14.6   0.0     6    37    25    59    21    76 0.80 # 19095 # 19874 # 1 # ID=27_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_27_length_96933_cov_42.098350_13   -            260 46726at72274         -            190   1.6e-15   56.0   0.0   2   2   4.4e-12   2.1e-10   39.3   0.1    78   150   149   223   128   255 0.79 # 19095 # 19874 # 1 # ID=27_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
